,Neighborhood,City,State,latlon,zipcode
386,Sonoran Hills,Scottsdale,Arizona,"33.695487, -111.911526",
387,Ellington,Yuma,Arizona,"32.553325, -114.510731",
388,Optimist Park SW,Tempe,Arizona,"33.371455, -111.902941",85283.0
389,San Marcos Country Club,Chandler,Arizona,"33.292656, -111.855927",85225.0
390,Bell Park,Peoria,Arizona,"33.636247, -112.232035",85382.0
391,Yuma Heights,Yuma,Arizona,"32.553325, -114.510731",
392,Val Vista Place,Gilbert,Arizona,"33.337133, -111.780878",
393,Scottsdale Mountain,Scottsdale,Arizona,"33.687647, -111.856562",85255.0
394,Thunderbird Estates,Chandler,Arizona,"33.609063, -112.179569",85306.0
395,Parkway Place,Yuma,Arizona,"32.553325, -114.510731",
396,Optimist Park NW,Tempe,Arizona,"33.371455, -111.902941",85283.0
397,Deer Creek,Peoria,Arizona,"33.582023, -112.234619",85345.0
398,Ridgeview,Mesa,Arizona,"33.472537, -111.693565",85215.0
399,Carol Rae Ranch,Gilbert,Arizona,"33.37084, -111.709717",
400,Naylor,Tucson,Arizona,"32.19709, -110.828987",85710.0
401,Alta Vista Estates,Peoria,Arizona,"33.787936, -112.33035",
402,Neely Commons,Gilbert,Arizona,"33.359403, -111.79709",
403,Broadmoor-Broadway,Tucson,Arizona,"32.19709, -110.828987",85710.0
404,Dave Brown West,Peoria,Arizona,"31.74975, -111.502328",
405,Foxfire,Peoria,Arizona,"33.59244, -112.216156",
406,Marbella Vineyards,Gilbert,Arizona,"33.246422, -111.715678",
407,Higley Park,Gilbert,Arizona,"33.311865, -111.721912",85295.0
408,Cooley Station North,Gilbert,Arizona,"33.301309, -111.697796",
409,Ocotillo Lakes,Chandler,Arizona,"33.246614, -111.8511",85248.0
410,Rancho del Mar,Mesa,Arizona,"33.368589, -111.845816",85210.0
411,Pinnacle Peak Heights,Scottsdale,Arizona,"33.692491, -111.901669",85255.0
412,Broadway-Northeast,Tucson,Arizona,"32.221775, -110.874091",
413,Evergreen,Tempe,Arizona,"33.396876, -111.886872",85282.0
414,Mitman,Tucson,Arizona,"32.19709, -110.828987",85710.0
415,Springs,Chandler,Arizona,"33.310045, -111.861363",85224.0
416,Broadmor,Tempe,Arizona,"33.406192, -111.930927",85282.0
417,Mesquite Ranch,Tucson,Arizona,"32.19709, -110.828987",85710.0
418,Garden Point,Peoria,Arizona,"33.787936, -112.33035",
419,Forest Highlands,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
420,Warner Ranch,Chandler,Arizona,"33.328438, -111.937053",85284.0
421,Hollis Park,Tempe,Arizona,"33.390976, -111.918541",
422,Yuma Country Club Estates,Yuma,Arizona,"32.553325, -114.510731",
423,Sherwood,Mesa,Arizona,"33.388117, -111.811608",
424,Independence Heights,Glendale,Arizona,"33.540229, -112.185256",
425,Rillito,Tucson,Arizona,"32.19709, -110.828987",85710.0
426,Flagstaff Ranch,Flagstaff,Arizona,"35.180412, -111.711573",86005.0
427,Monterey Point,Chandler,Arizona,"33.297112, -111.826321",
428,Manistee Ranch,Glendale,Arizona,"33.540229, -112.185256",
429,Layton Lakes,Gilbert,Arizona,"33.26602, -111.775428",
430,Suncliff,Peoria,Arizona,"33.787936, -112.33035",
431,Arrowhead Meadows,Chandler,Arizona,"33.310045, -111.861363",85224.0
432,Lesueur Estates,Mesa,Arizona,"33.422793, -111.765222",85213.0
433,Colonia Coronita,Chandler,Arizona,"33.310045, -111.861363",85224.0
434,Freeman Farms,Gilbert,Arizona,"32.433014, -111.214375",85653.0
435,Sierra Ranch,Mesa,Arizona,"33.385749, -111.62454",85209.0
436,Western Hills II,Tucson,Arizona,"32.19709, -110.828987",85710.0
437,Camelback Park,Glendale,Arizona,"33.502428, -111.96731",85018.0
438,Marbrisa Ranch,Glendale,Arizona,"33.540229, -112.185256",
439,Mitchell Park West,Tempe,Arizona,"33.419876, -111.948775",
440,Travata,Peoria,Arizona,,
441,Brookside Village,Peoria,Arizona,"33.787936, -112.33035",
442,Baseline-Hardy,Tempe,Arizona,"33.382355, -111.954148",85282.0
443,Engler Estates,Yuma,Arizona,"32.553325, -114.510731",
444,Scottsdale Highlands,Scottsdale,Arizona,"33.474485, -111.926996",85257.0
445,Villa Hermosa,Yuma,Arizona,"32.235106, -110.856458",
446,El Dorado Lakes,Gilbert,Arizona,"33.369955, -111.828306",
447,Ponderosa Valley Estates,Yuma,Arizona,"32.553325, -114.510731",
448,Silverton Ranch,Chandler,Arizona,"33.293816, -111.863488",85224.0
449,Elk Run,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
450,Neely Farms,Gilbert,Arizona,"32.433014, -111.214375",85653.0
451,Livingston Ranch,Yuma,Arizona,"32.658723, -114.662716",
452,Mesa Vista II,Mesa,Arizona,"32.692508, -114.628006",
453,Richland Heights East,Tucson,Arizona,"32.19709, -110.828987",85710.0
454,Roosevelt Park,Avondale,Arizona,"33.301136, -112.331817",
455,Stonebridge Lakes,Gilbert,Arizona,"33.593298, -112.222492",
456,Upper Greenlaw Estates,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
457,Sienna,Chandler,Arizona,"33.310045, -111.861363",85224.0
458,Stonecreek,Gilbert,Arizona,"33.594303, -111.989188",85032.0
459,Southern Palms,Tempe,Arizona,"33.39404, -111.914363",85282.0
460,Lexington Place,Glendale,Arizona,"33.540229, -112.185256",
461,Pine Knoll,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
462,Del Rio Ranch,Avondale,Arizona,"33.301136, -112.331817",
463,Hy-View,Scottsdale,Arizona,"33.472981, -111.939314",
464,La Mesa Manor,Yuma,Arizona,"32.684859, -114.610489",
465,Ray Ranch,Gilbert,Arizona,"33.330899, -111.962049",
466,Summit,Mesa,Arizona,"33.455548, -111.63468",
467,Barkley Ranch,Yuma,Arizona,"32.665507, -114.685261",
468,Bicentennial,Glendale,Arizona,"33.540229, -112.185256",
469,Tempe Gardens,Tempe,Arizona,"33.403229, -111.923357",85282.0
470,Southwest Village,Scottsdale,Arizona,"33.687647, -111.856562",85255.0
471,Miramonte,Glendale,Arizona,"33.540229, -112.185256",
472,Ashley Heights,Gilbert,Arizona,"33.316034, -111.698309",
473,Stoneybrook,Mesa,Arizona,,
474,La Buena Vida,Glendale,Arizona,"33.525947, -112.261533",
475,Pepperwood,Chandler,Arizona,"33.302852, -111.900563",
476,Boulder Point,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
477,Optimist Park SE,Tempe,Arizona,"33.371455, -111.902941",85283.0
478,Sandahl,Tempe,Arizona,"33.343473, -111.921852",85284.0
479,Southwest Shawnee Park,Chandler,Arizona,"33.310045, -111.861363",85224.0
480,Casa Mesa II,Mesa,Arizona,"33.432578, -111.873503",85201.0
481,Boulder Creek,Mesa,Arizona,"34.073533, -112.24223",
482,Sands Oasis,Glendale,Arizona,"33.535366, -112.193951",
483,McClintock,Tempe,Arizona,"33.397041, -111.904573",85282.0
484,Rancho Del Verde,Gilbert,Arizona,"33.318149, -111.793973",
485,Clearview Manor,Chandler,Arizona,"33.318579, -111.83375",
486,Braemar,Peoria,Arizona,"33.57643, -112.20627",85345.0
487,Signal Butte Ranch,Mesa,Arizona,"33.244603, -111.600932",85142.0
488,Willis Ranch,Chandler,Arizona,"33.310045, -111.861363",85224.0
489,Thunderbird Heights-Wilmot Desert Estates,Tucson,Arizona,,
490,North Shore,Gilbert,Arizona,"33.353801, -111.819622",
491,Vineyards,Chandler,Arizona,"31.660939, -110.552361",85611.0
492,La Mesa Linda,Yuma,Arizona,"32.684859, -114.610489",
493,Deer Village,Peoria,Arizona,"34.06532, -111.35625",85541.0
494,Highland Vista Cinco Via,Tucson,Arizona,,
495,Gateway Ranch,Gilbert,Arizona,"33.27382, -111.695412",85297.0
496,Alameda-Campus,Tempe,Arizona,"33.378837, -111.914508",85282.0
497,Springer Ranch,Peoria,Arizona,"33.27382, -111.695412",85297.0
498,Chapparal Country Estates,Glendale,Arizona,"33.540229, -112.185256",
499,Val Vista Park,Gilbert,Arizona,"33.409766, -111.755466",85204.0
500,Meridian Hills,Mesa,Arizona,"33.422793, -111.765222",85213.0
501,CW Ranch,Avondale,Arizona,"33.439503, -112.302265",
502,La Verne Terrace,Yuma,Arizona,"32.553325, -114.510731",
503,Alta Mira,Tempe,Arizona,"33.403229, -111.923357",85282.0
504,Ancala,Scottsdale,Arizona,"33.586902, -111.836634",
505,Sands Scottsdale,Scottsdale,Arizona,"33.687647, -111.856562",85255.0
506,Christmas Tree Estates,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
507,Eastridge,Mesa,Arizona,"33.377316, -111.619359",
508,Vincenz,Gilbert,Arizona,,
509,Valencia,Chandler,Arizona,"33.320757, -111.9047",85226.0
510,Cayman Square,Gilbert,Arizona,"33.328826, -111.794307",
511,Redwood Estates-Markwood South,Chandler,Arizona,"33.310907, -111.841843",
512,Shalimar,Tempe,Arizona,"33.396273, -111.895526",85282.0
513,Willows,Gilbert,Arizona,"33.312444, -111.697519",
514,Catalina Vista,Tucson,Arizona,"32.19709, -110.828987",85710.0
515,Thunderbird Park,Chandler,Arizona,"33.609063, -112.179569",85306.0
516,Sonesta Estates,Gilbert,Arizona,"33.331601, -111.818339",
517,Autumn Ridge,Glendale,Arizona,"33.540229, -112.185256",
518,Greater Corona Village,Chandler,Arizona,"33.3181, -111.92514",85226.0
519,Cimarron Foothills,Tucson,Arizona,"32.19709, -110.828987",85710.0
520,Railroad Springs,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
521,Desert Harmony,Mesa,Arizona,"33.728745, -112.0007",85085.0
522,Duffy,Tucson,Arizona,"32.19709, -110.828987",85710.0
523,San Marcos,Chandler,Arizona,"33.310045, -111.861363",85224.0
524,Switzer Ridge/Mesa,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
525,Cheshire,Flagstaff,Arizona,"35.235079, -111.668949",
526,Skyline Village,Mesa,Arizona,"35.975146, -112.124538",86023.0
527,El Pueblocito,Yuma,Arizona,"32.690846, -114.64373",
528,Arizona Skyline,Mesa,Arizona,"34.255149, -111.62621",
529,Concord Village,Mesa,Arizona,"35.975146, -112.124538",86023.0
530,Mission Valley,Chandler,Arizona,"33.35255, -111.85208",85225.0
531,Sierra Tempe,Tempe,Arizona,"33.327783, -111.957441",
532,Village Park Four,Mesa,Arizona,"33.58421, -112.20071",85304.0
533,Randolph Ranch,Glendale,Arizona,"33.540229, -112.185256",
534,Cobblestone,Peoria,Arizona,"33.611187, -111.974945",85254.0
535,University Hills,Mesa,Arizona,"33.422793, -111.765222",85213.0
536,Desert Highlands,Scottsdale,Arizona,"33.687647, -111.856562",85255.0
537,The Crossroads,Gilbert,Arizona,"33.325966, -111.741652",
538,Summerset,Chandler,Arizona,"33.314707, -111.834217",
539,Brandywine Estates,Glendale,Arizona,"33.540229, -112.185256",
540,Barrio Centro,Tucson,Arizona,"32.19709, -110.828987",85710.0
541,San Clemente,Tucson,Arizona,"32.19709, -110.828987",85710.0
542,Holiday Farms,Gilbert,Arizona,"32.433014, -111.214375",85653.0
543,Melody Ranch,Gilbert,Arizona,"33.27382, -111.695412",85297.0
544,83rd Ave & Thunderbird,Peoria,Arizona,"33.610165, -112.218199",
545,Broadway Palms,Tempe,Arizona,"33.403229, -111.923357",85282.0
546,Lowell Manor,Yuma,Arizona,"32.265425, -110.94505",
547,Eagle Pass,Glendale,Arizona,"33.519761, -112.221224",85303.0
548,MACH 8,Tempe,Arizona,"33.396909, -111.93758",85282.0
549,Donovan Estates,Yuma,Arizona,"32.709357, -114.678222",
550,Lamoreaux Farms,Gilbert,Arizona,"32.433014, -111.214375",85653.0
551,Kempton Crossing,Chandler,Arizona,"33.310045, -111.861363",85224.0
552,Settler's Point South,Gilbert,Arizona,"33.329621, -111.781689",
553,Fox Glenn,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
554,Corona Village,Chandler,Arizona,"33.3181, -111.92514",85226.0
555,Casa Del Rey,Peoria,Arizona,"33.577338, -112.247195",85345.0
556,Arrowhead Shores,Peoria,Arizona,"33.626867, -112.248644",
557,Sundance Homes,Mesa,Arizona,"33.437967, -111.73777",
558,Southmoore,Chandler,Arizona,"33.348761, -111.854937",85225.0
559,Warner Park,Chandler,Arizona,"33.333329, -111.855071",
560,Settler's Meadow,Gilbert,Arizona,"33.329621, -111.781689",
561,Pecos Aldea,Chandler,Arizona,"33.287505, -111.799044",
562,Oakhollow,Glendale,Arizona,"33.540229, -112.185256",
563,Country Village,Mesa,Arizona,"33.37921, -111.92292",
564,Heritage Park,Mesa,Arizona,"32.427323, -111.21085",85653.0
565,Shadow Mountain,Flagstaff,Arizona,"33.613302, -112.012813",85032.0
566,Monte Vista,Chandler,Arizona,"33.296065, -111.939142",85226.0
567,Sweetwater Ridge,Peoria,Arizona,"33.787936, -112.33035",
568,Farmhouse Meadows,Gilbert,Arizona,"33.343904, -111.788965",
569,Dawn,Chandler,Arizona,"33.318644, -111.920801",
570,Mira Mesa,Mesa,Arizona,"33.422793, -111.765222",85213.0
571,Country Hollow,Glendale,Arizona,"33.540229, -112.185256",
572,Cottonwoods Crossing,Gilbert,Arizona,"33.275162, -111.746129",85297.0
573,San Carlos,Yuma,Arizona,"33.598191, -112.014754",85032.0
574,Sincuidados,Scottsdale,Arizona,"33.75615, -111.90042",85266.0
575,Cortina,Glendale,Arizona,"33.540229, -112.185256",
576,Barrio Viejo,Tucson,Arizona,"32.212392, -110.977946",85745.0
577,Rancho Cimarron,Gilbert,Arizona,"33.640234, -112.001316",85032.0
578,Driftwood Ranch,Chandler,Arizona,"33.27382, -111.695412",85297.0
579,Pecan Grove,Yuma,Arizona,"32.553325, -114.510731",
580,Cavalier Vista,Scottsdale,Arizona,"33.261839, -111.75715",85298.0
581,Crimson Creek,Mesa,Arizona,"33.690287, -112.02664",85024.0
582,Sonoran Vista,Gilbert,Arizona,"33.378025, -111.793081",
583,Clark Park,Tempe,Arizona,"33.4093, -111.948867",
584,Harbor Shores,Avondale,Arizona,"33.430491, -112.043216",85034.0
585,Country Estates,Yuma,Arizona,"35.164195, -111.671539",86005.0
586,Bristol Manor,Peoria,Arizona,"33.61128, -112.143221",85053.0
587,Crestview,Chandler,Arizona,"33.269924, -111.968522",85226.0
588,Villa Madeira,Gilbert,Arizona,"33.350655, -111.808974",
589,Fairmont View,Peoria,Arizona,"33.571935, -111.896068",85258.0
590,Las Casitas,Yuma,Arizona,"32.669035, -114.657749",
591,Boulder Mountain,Mesa,Arizona,"33.456166, -111.625475",85207.0
592,Dobson Estates,Chandler,Arizona,"33.310045, -111.861363",85224.0
593,Westwind,Avondale,Arizona,"33.490044, -112.284417",
594,Casa Mia,Mesa,Arizona,"33.432578, -111.873503",85201.0
595,Royal Palm,Glendale,Arizona,"33.540229, -112.185256",
596,Parkwood Estates,Chandler,Arizona,"33.310045, -111.861363",85224.0
597,Circle G Meadows,Gilbert,Arizona,"35.181225, -111.669511",86001.0
598,Downtown Flagstaff,Flagstaff,Arizona,"35.193239, -111.661605",86001.0
599,Summer Meadows,Gilbert,Arizona,"33.353404, -111.814113",
600,Ironwood,Peoria,Arizona,"32.63531, -114.575728",
601,Summerset Village,Peoria,Arizona,"35.975146, -112.124538",86023.0
602,Rancho Corona,Gilbert,Arizona,"31.95202, -110.799647",85641.0
603,Rialto Hills,Chandler,Arizona,"33.310045, -111.861363",85224.0
604,Oasis at Anozira,Tempe,Arizona,"31.885199, -111.003877",
605,Sunset Village,Peoria,Arizona,"33.59254, -112.26016",85345.0
606,Lower Greenlaw Esates,Flagstaff,Arizona,,
607,D'Arcy Ranch,Chandler,Arizona,"33.27382, -111.695412",85297.0
608,Sunset  Mesa,Yuma,Arizona,"32.674773, -114.474343",
609,Desert View,Yuma,Arizona,"32.553325, -114.510731",
610,Alvernon Heights,Tucson,Arizona,"32.19709, -110.828987",85710.0
611,Chandler Crossing,Chandler,Arizona,"33.310045, -111.861363",85224.0
612,New River,Peoria,Arizona,"33.911883, -112.103779",85087.0
613,Copper Ranch,Gilbert,Arizona,"33.27382, -111.695412",85297.0
614,Crescent Village,Chandler,Arizona,"33.310045, -111.861363",85224.0
615,Sands Estates,Glendale,Arizona,"33.540229, -112.185256",
616,Heather Place,Chandler,Arizona,"33.310045, -111.861363",85224.0
617,Sherwood Manor,Mesa,Arizona,"32.684859, -114.610489",
618,Skyview West,Glendale,Arizona,"33.521212, -112.209705",
619,Millet Ranch,Gilbert,Arizona,"33.27382, -111.695412",85297.0
620,Linda Vista,Mesa,Arizona,"32.38348, -111.095994",
621,Mirabel Village,Scottsdale,Arizona,"33.822236, -111.854561",85262.0
622,Vineyards,Peoria,Arizona,"33.787936, -112.33035",
623,Meadowbrook,Yuma,Arizona,"32.553325, -114.510731",
624,Santa Maria,Glendale,Arizona,"33.540229, -112.185256",
625,Orange Tree,Chandler,Arizona,"33.33699, -111.89514",85284.0
626,Pioneer Village,Peoria,Arizona,"33.580261, -112.210991",85345.0
627,Pecos Ranch,Chandler,Arizona,"33.280946, -111.86789",
628,Vista Dorada,Gilbert,Arizona,"33.261839, -111.75715",85298.0
629,Holiday Estates,Gilbert,Arizona,"33.378267, -111.718718",
630,Tamarack,Yuma,Arizona,"32.684198, -114.49772",
631,Gateway Village,Gilbert,Arizona,"33.316129, -111.692808",
632,Ocotillo,Yuma,Arizona,"32.647259, -114.52766",
633,Countryside Manor,Peoria,Arizona,"33.61128, -112.143221",85053.0
634,Stonegate Crossing,Chandler,Arizona,"33.336156, -111.844655",
635,Lowe Estates,Gilbert,Arizona,"33.331601, -111.818339",
636,Papago Parkway,Tempe,Arizona,"33.403229, -111.923357",85282.0
637,Santa Maria,Yuma,Arizona,"32.553325, -114.510731",
638,Colony by the Green,Mesa,Arizona,"33.446391, -111.849977",
639,San Michelle,Mesa,Arizona,"32.612119, -110.630223",85631.0
640,Hillside Manor,Yuma,Arizona,"32.684859, -114.610489",
641,San Vincente,Chandler,Arizona,"33.310045, -111.861363",85224.0
642,Country Place,Chandler,Arizona,"33.310045, -111.861363",85224.0
643,Citadel,Peoria,Arizona,"33.406137, -111.720391",
644,Fieldcrest,Avondale,Arizona,,
645,New River Shores,Peoria,Arizona,"33.787936, -112.33035",
646,Peppermill Run,Peoria,Arizona,"33.787936, -112.33035",
647,Desert Aire-Loma Linda,Tucson,Arizona,"32.212206, -110.878696",
648,Daley Park,Tempe,Arizona,"33.409706, -111.933455",
649,Mortimore,Tucson,Arizona,"32.19709, -110.828987",85710.0
650,Bel-Aire Estates,Yuma,Arizona,"33.48476, -112.11515",85017.0
651,Fairview Meadows,Chandler,Arizona,"33.310045, -111.861363",85224.0
652,Arizona Reflections,Chandler,Arizona,"33.286915, -111.835327",85286.0
653,Cielo Verde,Yuma,Arizona,"32.594617, -114.655084",
654,Desert Palms Park,Tucson,Arizona,"32.26991, -110.99386",85705.0
655,Lantana Ranch,Chandler,Arizona,"33.310045, -111.861363",85224.0
656,Carriage Lane,Gilbert,Arizona,"33.275162, -111.746129",85297.0
657,Neely Ranch,Gilbert,Arizona,"33.351145, -111.802568",
658,Northridge Manor,Mesa,Arizona,"33.439974, -111.853856",
659,Villa Cordova,Yuma,Arizona,"32.700611, -114.671048",
660,Tone,Gilbert,Arizona,"33.450911, -111.77273",
661,Mirador Estates,Gilbert,Arizona,"33.338156, -111.768763",
662,Sanguinetti Manor,Yuma,Arizona,"32.685763, -114.627116",
663,College Park,Yuma,Arizona,"33.62754, -112.17849",85306.0
664,Rancho Viejo,Yuma,Arizona,"32.693972, -114.656453",
665,Smokerise Valley,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
666,Old World Village,Yuma,Arizona,"32.693239, -114.656923",
667,Superstition Ranch,Chandler,Arizona,"33.310045, -111.861363",85224.0
668,Atmar,Yuma,Arizona,,
669,Westbank,Gilbert,Arizona,"33.31618, -111.804972",
670,Blakeman Ranch,Chandler,Arizona,"33.27382, -111.695412",85297.0
671,McAfee Heights,Mesa,Arizona,"33.235405, -111.771461",85249.0
672,Palm Croft Estates,Yuma,Arizona,"32.553325, -114.510731",
673,Edenwood West,Yuma,Arizona,"32.68149, -114.648275",
674,Villa Royale III,Mesa,Arizona,"32.68101, -114.420863",
675,Sweetwater Heights,Peoria,Arizona,"33.787936, -112.33035",
676,Park West,Yuma,Arizona,"33.552633, -112.271225",85345.0
677,Fincher Farms,Gilbert,Arizona,"32.433014, -111.214375",85653.0
678,The Speese,Yuma,Arizona,"32.687554, -114.511066",
679,Palo Verde,Yuma,Arizona,"32.676136, -114.607587",85365.0
680,Buenavante,Scottsdale,Arizona,"33.589455, -111.909485",85260.0
681,Continental Terrace,Chandler,Arizona,"33.310045, -111.861363",85224.0
682,Windsor Shadows,Mesa,Arizona,"33.566267, -112.169495",85302.0
683,Arrowhead Cove,Peoria,Arizona,"33.787936, -112.33035",
684,Coconino Estates,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
685,Crystal Cove,Peoria,Arizona,"33.787936, -112.33035",
686,Paseo Crossings,Chandler,Arizona,"33.226017, -111.824183",85249.0
687,West Plaza,Glendale,Arizona,"33.540229, -112.185256",
688,Lynnwood,Yuma,Arizona,"32.553325, -114.510731",
689,Mountain View,Mesa,Arizona,"33.571935, -111.896068",85258.0
690,Monterey Vista,Chandler,Arizona,"33.367017, -111.681756",
691,Fairwood,Peoria,Arizona,"33.587958, -112.205728",
692,Old West Estates,Gilbert,Arizona,"33.397417, -111.521034",
693,Montara Park,Glendale,Arizona,"33.582743, -112.197501",85304.0
694,La Fontana Heights,Glendale,Arizona,"33.540229, -112.185256",
695,Rock Springs,Peoria,Arizona,"33.787936, -112.33035",
696,Hospital Hill,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
697,Butler Place,Peoria,Arizona,"33.787936, -112.33035",
698,Crimson Crossing,Mesa,Arizona,"33.422793, -111.765222",85213.0
699,Arizona Pinecrest,Peoria,Arizona,"33.787936, -112.33035",
700,Las Palmeras West,Avondale,Arizona,"33.48287, -112.335165",
701,Tierra Kino,Yuma,Arizona,"32.691141, -114.497873",
702,Park Place Village,Gilbert,Arizona,"33.40005, -111.78486",85204.0
703,Cooper Ranch,Gilbert,Arizona,"34.21531, -112.53684",
704,Peoria Estates,Peoria,Arizona,"33.58393, -112.23877",85345.0
705,West Ridge Estates,Yuma,Arizona,"32.553325, -114.510731",
706,Pacific Village Estates,Yuma,Arizona,"32.6793, -114.601017",
707,Ridgewood by Shea Homes,Gilbert,Arizona,,
708,El Montevideo,Tucson,Arizona,"32.19709, -110.828987",85710.0
709,Pine Canyon,Flagstaff,Arizona,"35.190767, -111.573928",86004.0
710,Peterson Park,Tempe,Arizona,"33.395331, -111.964417",85282.0
711,Arbor Walk,Gilbert,Arizona,"33.363075, -111.791254",
712,La Aldea,Gilbert,Arizona,"33.359879, -111.690622",
713,Saguaro,Yuma,Arizona,"32.653444, -114.499747",
714,Sierra Monta+¦a,Yuma,Arizona,"32.659435, -114.497713",
715,Adobe Hills,Mesa,Arizona,"33.655257, -112.100355",85027.0
716,Sonoran Mountain Ranch,Peoria,Arizona,"33.625448, -111.848721",85255.0
717,Estates at Specturm,Gilbert,Arizona,,
718,Villages Val Vista,Gilbert,Arizona,"33.298618, -111.753894",
719,Stratland Shadows,Gilbert,Arizona,"33.281281, -111.724239",
720,San Tan Estates,Gilbert,Arizona,"33.17866, -111.592814",85142.0
721,Pinelake Estates,Chandler,Arizona,"33.238692, -111.832253",
